id,type,sub_type,name,description,year,lat,long,evacuated,homeless,injuries,deaths,insured_cost,homes_damaged,homes_destroyed,regions,url,severity,normalised_cost_2011,cost_2011_text
235,Natural,Bushfire,Black Sunday Mt Lofty Ranges,"The fire known as Black Sunday occurred on 2 January 1955. The Mount Lofty Ranges east of Adelaide was devastated by fires. Adelaide reached a maximum temperature of 43 &deg;C at 1.00 pm. Wind gusts of 100 km per hour were recorded with higher velocities in the hills. The fire was particularly intense near Upper Sturt where the railway station and several houses were destroyed as well as Crafers, Aldgate, Loftia Park resort; and Marble Hill where the governors' summer residence was burnt down. Two firefighters were killed and 40,000 ha burnt out. The damage bill was estimated at &pound;4 million.",1955,-35.00764465,138.70874020,0,0,0,2,$0.00,0,0,SA,http://www.emknowledge.gov.au/resource/?id=235,"$6,000,000.00",$0.00,Not known
154,Natural,Bushfire,Black Tuesday Tasmania,"On 7 February 1967 over 100 fires were burning across southern Tasmania, which was to be known as 'Black Tuesday'.  Combination of abundant forest litter created by the prolific growth in the Spring of 1966, strong northerly winds of up to 110 km per hour and extremely hot air created ideal conditions for bushfires. The bushfires swept across the south-east coast of Tasmania and burnt through 264,270 hectares in the state's south in the space of five hours coming within 2 km of central Hobart. Sixty two people lost their lives, and 1400 homes or buildings were destroyed. The fires killed thousands of chickens and sheep among other livestock.  A Royal Commission after the fires found there were 110 fires burning within a 56 km radius of Hobart.  The Insurance Council of Australia estimated the 1967 damage at $14 million, with the 2011 estimated normalised cost of $610 million.",1967,-43.16512299,146.24176030,0,0,0,62,"$14,000,000.00",0,1400,TAS,http://www.emknowledge.gov.au/resource/?id=154,"$796,000,000.00","$610,000,000.00",$610m
195,Natural,Bushfire,Western Sydney and Central Coast,"On 16 October 1991, a number of fires erupted on the coast of New South Wales many of which were believed to be deliberately lit. Major towns affected included Kenthurst, Hunter, Shoalhaven, Baulkham Hills, Gosford, Wyong Shire, Lake Macquarie and Cooma. Approximately 2500 firefighters were activated to control around thirty separate incidents across the state. A total of fourteen homes were completely destroyed and two people died via the fires at Kenthurst.",1991,-33.65120697,151.00158690,0,0,0,2,"$12,000,000.00",0,14,NSW,http://www.emknowledge.gov.au/resource/?id=195,"$60,000,000.00","$54,000,000.00",$54m
245,Natural,Bushfire,Black Christmas,"From 24 December 2001, more than 100 fires burned through parts of New South Wales and the Australian Capital Territory. The first fires to break out were in the Cessnock, Blue Mountains, Hawkesbury and Penrith areas. The fires lasted for approximately 23 days and required over 20,000 regular and volunteer firefighters as well as 85 aircraft. The worst fires were in the Huskisson / Sussex Inlet area near Jervis Bay in the Illawarra and the Deua National Park west of Moruya.  The weather across all affected areas during this time included temperatures of up to 45&ordm; C, winds in excess of 90 km per hour, relative humidity as low as 6 per cent and Fire Danger Ratings of up to 100.  Twenty-six bushfire emergency declarations were made, incorporating the 48 local government areas of Blue Mountains / Lithgow / Rylstone, Cessnock / Wyong, Hawkesbury, Kempsey, Mudgee, Oberon / Mulwarree, Richmond Valley / Maclean, Shoalhaven / Tallaganda, Gosford, Penrith / Fairfield / Blacktown / Liverpool, Singleton / Muswellbrook, Sutherland, Wollondilly / Campbelltown / Wingecarribee, Wollongong / Kiama / Shellharbour, Baulkham Hills / Hornsby / Ku-ring-gai / Ryde / Lane Cove, Grafton / Pristine Waters / Maclean / Copmanhurst, Eurobodalla, Warringah / Pittwater, Narrabri, Kempsey, Cabonne, Coffs Harbour, Richmond Valley, Greater Taree, Kempsey and Walcha.  The fires burnt approximately 753,314 hectares, destroyed 109 houses and damaged a further 40. They also destroyed 433 outbuildings, 222 vehicles, and 7043 stock and 33 commercial and industrial buildings. Vast stretches of forests were destroyed, including more than 60 per cent of the Royal National Park, and more than 510 hectares of pine plantation valued at several million dollars in the Australian Capital Territory. The smoke and smog from the fire caused the Environmental Protection Authority to record the worst ever air pollution in Sydney on 28 December.  Although major fire activity ended on 7 January, operations continued until 11 January. More than 11,000 people were evacuated from their homes, but there were no deaths or major injuries.  An estimated 20,000 properties were saved and the cost of operations was estimated at $106 million.  The Insurance Council of Australia estimated the 2001 damage at $69 million, with the 2011 estimated normalised cost of $131 million.",2001,-35.05125809,150.66842650,11000,0,0,0,"$69,000,000.00",40,109,NSW;ACT,http://www.emknowledge.gov.au/resource/?id=245,"$1,231,000,000.00","$131,000,000.00",$131m
309,Natural,Bushfire,Western Districts and Streatham,"On 12 February 1977, Streatham was partially destroyed by bushfires which spread across western Victoria to the South Australian border. The post office, community hall, and shops were destroyed in the blaze. The fires killed four people and a further seven are believed to have suffered heart attacks.  Other areas that felt the effects of the fire included Penshurst, Tatyoon, Creswick, Pura Pura, Cressy, Beeac, Lismore and Little River. In total, the fires burnt 116 houses, 340 buildings, 103,000 hectares, and close to 200,000 livestock.  The Insurance Council of Australia estimated the 1977 damage at $9 million, with the 2011 estimated normalised cost of $101 million.",1977,-37.67930603,143.05883790,0,350,0,4,"$9,000,000.00",0,116,VIC,http://www.emknowledge.gov.au/resource/?id=309,"$148,000,000.00","$101,000,000.00",$101m
374,Natural,Bushfire,"North-Eastern Victoria, Alpine Region","The Alpine bushfires started on 8 January 2003, a day of Total Fire Ban. Lightning ignited 87 fires in the North-East and East Gippsland regions. Eight of these fires were unable to be contained; they joined together to form the largest fire in Victoria since the Black Friday fires in 1939. More than 40 fires were also started in New South Wales and Australia Capital Territory.  The majority of the area burnt in Victoria was public land, 1.19 million hectares of parks and forests, including 60 per cent of the Alpine National Park and 81 per cent of the Mt Buffalo National Park. Fire fighting efforts were made difficult in hard to access, remote forest terrain. Approximately 90,000 hectares of private land was burnt. The fires burnt nearly 800,000 hectares in New South Wales and Australia Capital Territory, bringing the total of land affected throughout the Australian Alps to approximately 2 million hectares. The immediate effects of the fires included reduced water quality and quantity, loss of vegetation and habitats, destruction of commercial timber infrastructure, damage to recreation and tourism infrastructure assets and destruction of cultural sites and farms adjacent to public land.  A Ministerial Taskforce, appointed by the Victorian Premier, announced a funding package of $70.6 million for recovery works on public land associated with natural and cultural assets and support for agricultural private landowners affected by the fires. This was the biggest bushfire recovery effort ever undertaken in Victoria at the time. The Bushfire Recovery Program for the environment and agriculture focused on four areas:  1. Asset repair or replacement in parks, forests and alpine resorts ($24.9 million)  2. Protection and restoration of water catchments and water supply ($23.9 million)  3. Restoration of ecological and cultural heritage values ($13.2 million)  4. Providing practical assistance for affected farm enterprises ($8.6 million) Assets lost or damaged included; 41 houses, 213 other structures, three bridges and 10,000 livestock.  The Insurance Council of Australia estimated the 2003 damage for Victoria and New South Wales at $12 million, with the 2011 estimated normalised cost of $24 million.",2003,-36.72137451,146.78614810,0,0,0,0,"$12,000,000.00",0,41,VIC,http://www.emknowledge.gov.au/resource/?id=374,"$24,000,000.00","$24,000,000.00",$24m
378,Natural,Bushfire,Eyre Peninsula,"On 10 January 2005 a fire started near the town of Wangary in the Lower Eyre Peninsula and broke its containment lines the following day. As the next day progressed, South Australia faced two significant fires, Mount Osmond in the Adelaide Hills and the Lower Eyre Peninsula (outside Port Lincoln).  A major incident was declared in the afternoon; heat from the fire was 1000 &deg;C with speeds up to 100 km per hour. The fire became known as Black Tuesday and it was not contained until the next day and finally extinguished 20 January 2005. This was the worst fire in South Australia since the 1983 Ash Wednesday fires.  Nine people died in these fires and more than 110 people were injured. Approximately 82,000 ha were burnt. The worst affected areas were Wangary, North Shields, Wanilla, Pooindie, Louth Bay, White Flat, Koppio, Greenpatch and Warunda. Essential services were destroyed; there was loss of electricity, telecommunications, and water supply.  In terms of personal property, 79 houses were destroyed, 26 homes extensively damaged, 139 vehicles destroyed, 324 sheds destroyed or damaged and 6300 km of fencing damaged. Livestock death totalled 46,500 which were mainly sheep. One aircraft was destroyed worth in the vicinity of $100,000.  The recovery process was immediately put into effect. This included a Bushfire Recovery Centre being set up at Port Lincoln High School and a State Recovery Committee meeting for the first time on the 12 January. Personal Hardship and Distress grants were provided and a hot line for Centrelink was established.  The Insurance Council of Australia estimated the 2005 damage at $27.7 million, with the 2011 estimated normalised cost of $41 million.",2005,-34.71579361,135.85710140,0,0,110,9,"$27,700,000.00",26,79,SA,http://www.emknowledge.gov.au/resource/?id=378,"$123,000,000.00","$41,000,000.00",$41m
482,Natural,Bushfire,"Black Saturday, Victoria 2009","On 7 February 2009, as many as 400 fires were recorded across Victoria. There were 78 communities affected, 173 lives lost and 2029 homes destroyed.  Twelve major fires and many more minor fires burned over 450,000 hectares and affected at least 78 communities, including Marysville, Kinglake, Kinglake West, Kilmore, Yea, Murrindindi, Alexandra, Marysville, St Andrews, Reedy Creek, Mittons Bridge, Humevale, Heathcote Junction, Flowerdale, Beechworth, Dargo, Bunyip, Mudgegonga, Narbethong, Cambarville, Koornalla, Jerralang Junction, Churchill, Callignee, Yarra Glen, Whittlesea, Upper Plenty, Toolangi, Strath Creek, Strathewen, Steels Creek, Bendigo and Redesdale.  Details of the recovery activities were released by the Victorian Bushfire Reconstruction and Recovery Authority. The Victorian Bushfires Royal Commission was established on 16 February 2009 to investigate the causes of and responses to the bushfires with the final report released and published in July 2010.  The Insurance Council of Australia estimated the 2009 damage at $1070 million, with the 2011 estimated normalised cost of $1266 million.",2009,-37.56237411,145.31919860,0,0,414,173,"$1,070,000,000.00",0,2029,VIC,http://www.emknowledge.gov.au/resource/?id=482,"$1,992,000,000.00","$1,266,000,000.00","$1,266m"
516,Natural,Bushfire,Sydney,"High temperatures combined with severe wind helped a fire get out of control at Engadine on 9 October 2002. The day was labelled a total fire ban day, however fire broke out and quickly spread causing significant damage to homes in Engadine. Other areas affected by fires included Llandilo, Richmond and Windsor-Castlereagh, Bilpin and Narrabri.  The Insurance Council of Australia estimated the 2002 damage at $25 million, with the 2011 estimated normalised cost of $43 million.",2002,-34.06602859,151.01254270,0,0,0,0,"$25,000,000.00",11,10,NSW,http://www.emknowledge.gov.au/resource/?id=516,"$43,000,000.00","$43,000,000.00",$43m
592,Natural,Bushfire,Mount Lofty Ranges,"On 20 February 1980 in the Mount Lofty Ranges, east of Adelaide there was a fire described as an early Ash Wednesday. This fire began two weeks prior in a rubbish dump south-south-east of Adelaide. It smouldered until 20 February when hot winds fanned the fire which burnt 8000 ha in one day. The fire destroyed 51 homes, the Anglican church at Longwood and 75 farms along with orchards and market gardens. The damage bill was estimated at more than $30 million. Court cases were held to ascertain who was responsible for this fire and they went on for over ten years.  The Insurance Council of Australia estimated the 1980 damage as $13 million, with the 2011 estimated normalised cost of $132 million.",1980,-35.00764465,138.70874020,0,0,0,0,"$13,000,000.00",0,51,SA,http://www.emknowledge.gov.au/resource/?id=592,"$132,000,000.00","$132,000,000.00",$132m
627,Natural,Bushfire,Canberra 2003,"On 8 January 2003, a combination of extreme weather conditions (high temperatures of above 37 &ordm;C, low humidity, lightning strikes and strong gusty winds) caused multiple bushfires to break out in the Kosciuszko and Namadgi National parks surrounding Canberra.  On 18 January, two fire fronts combined to create a 25 km fire front and wind gusts of up to 65 km per hour propelled the fire towards Canberra. The Chief Minister declared a state of emergency at 2.45 pm and the firestorm hit the outer streets of Duffy at approximately 3 pm, and soon reached the suburbs of Rivett, Chapman, Kambah, Higgins, Hawker and Cook.  Four people were killed by the fires, more than 435 people were injured and there were 5000 evacuations. Approximately 160,000 hectares were burnt which equated to almost 70 per cent of the ACT's pasture, forests and nature parks including Namadgi National Park, Tidbinbilla Nature Reserve and all government pine forest west of the Murrumbidgee River Stromlo pine plantation. There were approximately 488 houses destroyed and many more were damaged.  The Chief Minister and Cabinet Inquiry into the Operational Response to the January 2003 bushfires made 61 recommendations.  The Insurance Council of Australia estimated the 2003 damage at $350 million, with the 2011 estimated normalised cost of $660 million.",2003,-35.34656525,149.03567500,0,0,435,4,"$350,000,000.00",0,488,ACT,http://www.emknowledge.gov.au/resource/?id=627,"$889,500,000.00","$660,000,000.00",$660m
3413,Natural,Bushfire,Dunalley - Jan 2013,"In early January 2013 up to 40 fires were burning throughout Tasmania in hot windy conditions. The main fire that started near Forcett caused significant damage to local townships, particularly Dunalley, east of Hobart, where more than half of the town&rsquo;s buildings and a primary school were destroyed. Other significant fire fronts were located at Lake Repulse and Bicheno.  The Forcett fire was first reported in bushland outside the town heading towards Dunalley, on Thursday 3 January 2013 at approximately 2.00 pm. The fire escaped containment lines the following afternoon fanned by strong winds and burned towards the coast at several points. More than 100 properties were destroyed and 2500 hectares of land were burnt by the afternoon of 6 January. At least 80 properties were either damaged or destroyed in Dunalley and nearby Boomer Bay, approximately 20 houses were destroyed at Murdunna and 40 per cent of structures were lost at Connelly&rsquo;s Marsh. The fire threatened the town of Taranna and on 14 January 2013 a Victorian volunteer firefighter was killed when undertaking back burning operations in the vicinity. An estimated 24,000 hectares were burnt in the fire and at its peak the perimeter of the fire approximated 200 km.  Thousands of locals and tourists were stranded as a result of the Forcett bushfire which effectively cut the Tasman Peninsula off from the rest of the state. The peninsula's main access road, the Arthur Highway, was closed from 4 to 13 January. People converged on Port Arthur to await evacuation by sea or road and due to shortages of food and other supplies, the community arranged for a fleet of boats to make deliveries to those stranded on the peninsula. Two private catamaran operators in Hobart were asked by police to help evacuate people from the Nubeena jetty.  Evacuees were then taken to Hobart where they were met by relatives and friends or taken in by volunteers.  The Highway was partially opened on 11 January to allow stranded people and supplies to get through and was eventually opened to general traffic on 13 January.  Community refuges were established at the Sorrell Memorial Hall, Nubeena Community Centre, Bicheno Community Hall and Swansea Football Ground. There was also a Recovery Centre established at City Hall, Hobart.  The electricity company, Aurora, reported approximately 300 electricity poles were destroyed on the Tasman Peninsula, consequently power outages are expected to be an issue for a considerable time.  Australian Government Disaster Recovery Payments were made available to residents in the south-east and east of Tasmania, covering the affected local government areas of Sorell, Tasman and Glamorgan-Spring Bay. Other grants made available were immediate cash assistance grants, housing assistance grants, Aurora energy assistance and clean-up and assistance grants. A first stage recovery payment from the Red Cross Appeal Distribution Committee was distributed, providing $3000 per adult and $1000 per child by late January. The Department of Human Services has allocated over $7,845,000 to cover approximately 6900 claims.  The Insurance Council of Australia advised as at 1 February 2013 that 1783 insurance claims had been received with losses estimated at $86.7 million, about 85 per cent of these related to property, seven per cent for domestic vehicles, with the balance consisting of smaller claims for other losses.  The fire at Lake Repulse burnt more than 12,000 hectares and threatened the towns of Ellendale Ouse, Karanja, Westerway and Hamilton. Police allege it was started by an unattended campfire. The fire burnt for up to two weeks and was handed back to regional firefighters when conditions eventually improved. The other significant fire front was at Bicheno and Coles Bay where up to 15 properties were lost.  These fires were described as the worst in almost half a century. On 14 January a Tasmanian Bushfire Recovery Taskforce was established and the state moved to recovery mode. The taskforce estimated that rebuilding communities could take up to two years, with contractors expected to start clearing damaged properties by the end of January.  Further information will be provided about the Tasmanian fires and resulting damage when available.",2013,-42.87797546,147.81005860,1000,0,0,1,"$87,100,000.00",0,203,TAS,http://www.emknowledge.gov.au/resource/?id=3413,"$190,100,000.00","$87,100,000.00",$87m
4790,Natural,Bushfire,"Perth Hills, January 2014","The bushfire began in the Perth Hills on Sunday morning 12 January 2014 during the heatwave of 8 -13 January with consecutive days over 40 degrees Celsius. The excessive heat and strong winds fuelled the fire which quickly grew out of control and spread from Parkerville to Stoneville and Mount Helena. A total of 650 hectares were burnt.  Hundreds of people were evacuated from their homes and sought shelter at centres set up in Mundaring and Swan View. Many residents were unable to return and assess the damage to their homes until 15 January when the extensive clean-up of debris and fallen power poles was complete. As of 16 January, 450 homes were still without electricity. It is believed that the fire was started by a fallen power pole.  A man died on the Sunday while protecting his home.  Financial assistance and grants were made to eligible Perth Hills bushfire victims, with Australian Government Disaster Recovery Payments of $384,800 scheduled to be paid.  The West Australian government gave $1 million to the Lord Mayor&rsquo;s Disaster Appeal and announced anyone who lost their house would receive $3000 and those whose homes were damaged would receive $1000.  Early figures from the Insurance Council of Australia suggest $15 million damage. Further details will be provided as they become available.",2014,-31.87464142,116.14162450,0,0,0,1,"$15,000,000.00",0,52,WA,http://www.emknowledge.gov.au/resource/?id=4790,"$18,000,000.00","$15,000,000.00",$15m
502,Natural,Bushfire,"Perth Hills, Western Australia 2011","In early February 2011, high fire danger conditions resulted in total fire bans being declared for Perth.    Over the weekend of 5 and 6 February, two major bushfires broke out across metropolitan Perth. One fire affected the suburbs of Roleystone and Kelmscott in the south-east and the other, the suburbs of Red Hill, Herne Hill, Millendon, Baskerville and Gidgegannup in the north-east.  Seventy-one homes were destroyed and an estimated 39 homes damaged by the Roleystone fire, which was started accidentally by angle-grinder sparks. Approximately 440 ha were burned at Roleystone and 1100 ha burned at Red Hill.  Approximately 517 families were evacuated and at least 12 people were hospitalised.  On Monday 7 February 2011, Western Australian Premier Colin Barnett declared the bushfire affected areas of Roleystone, Kelmscott and Red Hill, natural disaster zones.  The Insurance Council of Australia estimated the preliminary 2011 damage at $35 million.",2011,-32.10860443,116.06918330,0,0,12,0,"$35,000,000.00",39,72,WA,http://www.emknowledge.gov.au/resource/?id=502,"$41,000,000.00","$35,000,000.00",$35m
587,Natural,Bushfire,"Augusta and Margaret River, Western Australia 2011","On 23 November 2011 a fire broke containment lines from a prescribed burn in Leeuwin-Naturaliste National Park, forcing hundreds to evacuate their homes.  Approximately 300 residents were forced to evacuate over a three day period. The fire was brought under control on 26 November 2011. In total 3400 ha, 32 houses, five sheds, nine chalets, and one shop were destroyed by the fire  in the coastal communities of Prevelly, Redgate and Gnarabup. Some residents were unable to return home due to pollution from asbestos and other contaminants spread by the fire.  A new fire started at Nannup on 2 December 2011 also from a prescribed burn that broke containment lines. It threatened more than 200 homes and forced evacuations in Augusta and Molloy Island. Approximately 55,150 ha were burnt and a small amount of property was lost.  Many fires were ablaze in Western Australia during this period; on 24 November there were a total of 13 fire fronts burning.  Premier Colin Barnett declared the fires an 'Eligible Natural' for the purposes of the Western Australia Natural Relief and Recovery Arrangements, with funding to be provided from FESA and the Commonwealth Government.  The Insurance Council of Australia estimated the preliminary 2011 damage at $53 million.",2011,-34.31492233,115.15925600,0,0,0,0,"$53,000,000.00",0,32,WA,http://www.emknowledge.gov.au/resource/?id=587,"$53,000,000.00","$53,000,000.00",$53m
3437,Natural,Bushfire,"Coonabarabran, New South Wales 2013","During January 2013, New South Wales experienced very challenging fire danger weather conditions resulting in multiple fires across the state. By 8 January, there were over 100 fires burning, fueled by 40 degree Celsius temperatures.   The worst fire occured on 13 January when a fast moving bushfire in the Warrumbungle National Park near Coonabarabran destroyed more than 51 nearby homes and damaged many others. The lodge at the Siding Spring Observatory in the National Park was damaged along with other buildings. However, Australia's largest telescope the Anglo-Australian survived.  The other major areas affected by fire were Yass, Cooma and the Shoalhaven. One house was destroyed in Jugiong and a volunteer firefighter sustained burn injuries in Gundaroo and was airlifted to Sydney for hospital treatment.  A recovery centre was opened in Coonabarabran after the fire. A recovery coordinator was appointed on 21 January by Barry O&rsquo;Farrell concentrating on supporting the Warrumbungles fire affected community.  Approximately 131,000 hectares were burnt in total across the state and extensive farm infrastructure and fences damaged. Approximately 12,000 sheep were lost at an estimated cost of over $1,000,000. Wildlife losses were also significant. The Department teamed with farmers to establish a fodder and fencing donation register to assist farmers rebuilding after the fires.  On 15 January, the New South Wales Premier, Barry O'Farrell, and the Federal Minister for Emergency Management, Nicola Roxon, announced Natural Assistance would be available to 51 Local Government Areas in New South Wales affected by bushfires. To date the Australian Government Disaster Recovery Payments were $1,015,600 for over 830 claimants.  The Insurance Council of Australia declared the Coonabarabran bushfire a catastrophe and as of March 2013, estimated damages costing $35 million.   ",2013,-31.28676605,149.20051570,0,0,1,0,"$35,000,000.00",0,51,NSW,http://www.emknowledge.gov.au/resource/?id=3437,"$35,500,000.00","$35,000,000.00",$35m
63,Natural,Bushfire,"North Coast, Hunter and Sydney","Starting in late December 1993 and continuing through into January 1994, New South Wales experienced an extended period of extreme fire weather. It occurred north of Sydney to the Queensland boarder and south of Sydney as far as Bateman's Bay. A total of 800,000 ha was destroyed by approximately 800 different fire related incidents. There was a large response effort issued by Governments and the New South Wales community. Volunteers combined with military personal were utilized for property protection, support activities and relief assistance.  The Insurance Council of Australia estimated the 1993/1994 damage at $59 million, with the 2011 estimated normalised cost of $215 million.",1993,-29.58524513,152.77758790,0,0,0,4,"$59,000,000.00",0,206,NSW,http://www.emknowledge.gov.au/resource/?id=63,"$227,000,000.00","$215,000,000.00",$215m
224,Natural,Bushfire,East Coast Queensland,"During the period between September and November 1994, fires burnt through rural and urban property on the Sunshine Coast, Caboolture, Pine Rivers, Brisbane and other local Government areas.  A total of 682 major fires occurred across the state. Major outbreaks occurred on 27 - 29 September and again on 4 - 7 November. Twenty three houses were destroyed, as well as farm buildings, fences and livestock. Three thousand people were evacuated from their homes. Beerburrum State Forest sustained plantation timber losses of approximately 5000 hectares. Nine volunteer fire fighters were injured, with seven sustaining extensive burns.  The Insurance Council of Australia estimated the 1994 damage at $59.1 million, with the 2011 estimated normalised cost of $215 million.",1994,-27.08205414,152.95388790,3000,0,9,0,"$59,100,000.00",0,23,QLD,http://www.emknowledge.gov.au/resource/?id=224,"$519,500,000.00","$215,000,000.00",$215m
442,Natural,Bushfire,Victoria,"Victoria experienced more than 500 fires in January 2006, including the Deep Lead fire that started near Stawell on New Year's Eve. The fires with greatest impact on the Victorian community occurred in the Stawell (Deep Lead), Yea, Moondarra, Grampians, Kinglake and Anakie areas. In total four people died and six people were injured as a result of these fires.  Considerable losses and damage occurred to property and infrastructure:    Houses destroyed: 57 (19 of these principle residences)  Buildings: 359 farm buildings lost, including 39 woolsheds and 22 hay sheds  Stock losses: 64,265 (63,243 sheep, 557 cattle and 464 other stock) and over 2,500 commercial beehives  Area burnt: 160,000 hectares (60 percent public land, 40 per cent private land - Approximately 98,000 hectares of national parks and conservation areas and 6,000 hectares of State forest were burnt)  Fencing: 364 km of crown land boundary fencing and 2281 km of other boundary or internal fencing       The firefighting effort included more than 5000 volunteers, paid personnel and a significant assistance from interstate. Also on the ground were government, volunteer, business and community organisations who were involved in fire suppression activities and facilitating recovery efforts.  The following municipalities were impacted by the significant fire events:    Ararat Rural City  Baw Baw Shire  Glenelg Shire  Golden Plains Shire  Greater Geelong City  Horsham Rural City  Latrobe City  Moorabool Shire  Moyne Shire  Murrindindi Shire  Northern Grampians Shire  South Gippsland Shire  Southern Grampians Shire       Many local governments established emergency relief centres to provide initial support and shelter to evacuees during the fires and the establishment of recovery centres in Anakie, Ararat and Stawell after the fires had passed. Community meetings were undertaken, both pre-fire and during the fire events, which assisted in keeping the community informed.  The immediate effects of the fires were displacement of residents and tourists, closure of schools and loss of power supply to many properties. Longer term impacts include reduction in tourism trade; at least 112 staff were laid off as a result of the fires. The Wimmera Development Corporation estimated that tourism downturn resulting from the bushfire devastation will cost the Grampians regional economy up to $100 million.  The damage to environment and water catchments was significant. The Grampians and Gippsland fires had the greatest impact on water quality. Water authorities commenced both short-term and long-term risk management activities.  The Grampians fires also affected over 240 km of roads across the local and state road network. The most significant damage to the road network occurred on the forest road system, including 1200 km of forestry roads affected in the Grampian's National Park.  The Victorian State Government provided financial assistance to people affected by the fires and to assist with restoration of infrastructure and the environment.  The Insurance Council of Australia estimated the 2006 damage at $22.4 million, with the 2011 normalised cost of $28 million.",2005,-37.01417160,142.71777340,0,0,6,4,"$22,400,000.00",0,57,VIC,http://www.emknowledge.gov.au/resource/?id=442,"$43,000,000.00","$28,000,000.00",$28m
36,Natural,Bushfire,Dandenong Ranges and Mornington Peninsula,"On 19 January 1997, temperatures soared above 40 &deg;C and northerly winds were gusting at 70 km per hour contributing to two damaging bushfires near Melbourne. The fires in Mt Eliza burnt two homes and evacuations were required at Mt Martha, Arthur's Seat and the Mornington Peninsula. Approximately 250 bushfires burnt areas of Victoria on 21 January, a 41.2 &deg;C day. The worst affected areas were Ferny Creek, Upwey and Kalorama in the Dandenong Ranges where it took 1,500 firefighters and six water-bombing aircraft to control the 3,700 ha forest blaze. In addition to the two houses at Mt Eliza, 41 houses were destroyed and 45 damaged in the Dandenongs. Three people died (at Ferny Creek) and approximately 40 were injured throughout the State.  The Insurance Council of Australia estimated the 1997 damage at $10 million, with the 2011 estimated normalised cost of $29 million.",1997,-37.88122559,145.34226990,800,0,40,3,"$29,000,000.00",45,43,VIC,http://www.emknowledge.gov.au/resource/?id=36,"$138,000,000.00","$29,000,000.00",$29m
427,Natural,Bushfire,North-Western Regions,"In 1984 New South Wales suffered its worst bushfire season in a decade. The season begun in early September 1984 and persisted into the following year finishing around February 1985, spanning just over five months. On Christmas Day 1984 more than 100 fires were started by lightning strikes with approximately 500,000 ha burnt. The biggest fire was in January at Cobar where around 516,000 ha was destroyed by fire. The bushfire season for 1984/1985 produced around 6000 separate incidents with a total of 3.5 million ha damaged.  The bushfires created widespread damage and heavy losses to farming communities, which included losses to crops, plantations, machinery and equipment as well as 40,000 livestock. The bushfires claimed the lives of four people.  The Insurance Council of Australia estimated the 1985 damage at $25 million, with the 2011 estimated normalised cost of $179 million.",1984,-31.49797058,145.83819580,0,0,0,4,"$25,000,000.00",0,0,NSW,http://www.emknowledge.gov.au/resource/?id=427,"$191,000,000.00","$179,000,000.00",$179m
